N,D,bonus,condition,seed,update,eat0,eat1,selectivity,zaps,ret
12,100,4,none,0,252,58.328125,81.265625,0.0,60.23046875,2.174448013305664
12,100,4,none,0,253,58.9765625,81.31640625,0.0,59.9765625,1.9066747426986694
12,100,4,none,0,254,59.015625,82.0234375,0.0,60.1171875,2.0816097259521484
12,100,4,none,0,255,59.6640625,81.53125,0.0,60.1484375,2.0202815532684326
12,100,4,none,0,256,58.984375,81.53125,0.0,59.89453125,1.9801772832870483
12,100,4,none,0,257,59.34375,81.30078125,0.0,60.16015625,1.98955237865448
12,100,4,none,0,258,57.90625,81.32421875,0.0,60.46875,2.327507972717285
12,100,4,none,0,259,57.59765625,82.11328125,0.0,60.21875,2.4106462001800537
12,100,4,none,0,260,58.3046875,80.5234375,0.0,60.17578125,2.0134780406951904
12,100,4,none,0,261,57.9921875,80.63671875,0.0,60.4453125,2.1381850242614746
12,100,4,none,0,262,58.12890625,81.22265625,0.0,60.30859375,2.148894786834717
12,100,4,none,0,263,58.2734375,81.4921875,0.0,60.48828125,2.1389336585998535
12,100,4,none,0,264,56.7734375,82.09375,0.0,60.39453125,2.4263687133789062
12,100,4,none,0,265,58.89453125,81.0390625,0.0,59.96484375,2.069988489151001
12,100,4,none,0,266,59.0078125,80.95703125,0.0,60.11328125,2.010939121246338
12,100,4,none,0,267,58.03515625,81.44921875,0.0,60.1015625,2.0791032314300537
12,100,4,none,0,268,58.31640625,81.45703125,0.0,60.29296875,2.1970067024230957
12,100,4,none,0,269,58.89453125,81.21875,0.0,60.80078125,2.0156593322753906
12,100,4,none,0,270,58.63671875,80.91015625,0.0,60.27734375,2.146843910217285
12,100,4,none,0,271,58.34375,80.87109375,0.0,60.59375,2.116147518157959
12,100,4,none,0,272,59.62109375,80.33203125,0.0,60.046875,1.7861666679382324
12,100,4,none,0,273,58.51171875,81.546875,0.0,60.5859375,1.9900081157684326
12,100,4,none,0,274,58.88671875,81.4453125,0.0,60.10546875,2.03239107131958
12,100,4,none,0,275,57.66015625,81.65625,0.0,60.484375,2.198439121246338
12,100,4,none,0,276,58.39453125,81.6015625,0.0,60.52734375,2.3428075313568115
12,100,4,none,0,277,58.91015625,81.234375,0.0,59.890625,2.0022475719451904
12,100,4,none,0,278,58.19140625,83.109375,0.0,59.9375,2.2285497188568115
12,100,4,none,0,279,59.41015625,81.35546875,0.0,59.8125,1.8650405406951904
12,100,4,none,0,280,58.4140625,82.54296875,0.0,59.66796875,2.013770818710327
12,100,4,none,0,281,59.4375,81.48828125,0.0,60.05859375,1.9108737707138062
12,100,4,none,0,282,57.7421875,81.87109375,0.0,60.734375,2.2624363899230957
12,100,4,none,0,283,57.1953125,83.03515625,0.0,60.4765625,2.55560040473938
12,100,4,none,0,284,58.98828125,81.6640625,0.0,60.42578125,2.2355809211730957
12,100,4,none,0,285,59.18359375,82.28515625,0.0,60.33203125,2.1449882984161377
12,100,4,none,0,286,58.1953125,82.3828125,0.0,60.5078125,2.127084970474243
12,100,4,none,0,287,58.51953125,82.90625,0.0,60.19921875,2.317058801651001
12,100,4,none,0,288,58.078125,83.40625,0.0,60.39453125,2.4206719398498535
12,100,4,none,0,289,58.12109375,82.55859375,0.0,60.1875,2.3421239852905273
12,100,4,none,0,290,59.12890625,81.78515625,0.0,60.16015625,2.021616220474243
12,100,4,none,0,291,58.21484375,82.6484375,0.0,60.51953125,2.474806070327759
12,100,4,none,0,292,58.9296875,81.484375,0.0,60.515625,2.192742347717285
12,100,4,none,0,293,57.5078125,81.94921875,0.0,60.7890625,2.3362319469451904
12,100,4,none,0,294,56.984375,83.13671875,0.0,60.87890625,2.68229341506958
12,100,4,none,0,295,58.13671875,82.10546875,0.0,60.62890625,2.1982436180114746
12,100,4,none,0,296,57.6796875,81.0234375,0.0,60.80859375,2.299936532974243
12,100,4,none,0,297,57.5,81.82421875,0.0,60.70703125,2.378549575805664
12,100,4,none,0,298,57.9453125,81.5078125,0.0,60.8359375,2.3391292095184326
12,100,4,none,0,299,57.37109375,81.703125,0.0,61.04296875,2.424285411834717
12,100,4,none,0,300,57.2265625,81.4453125,0.0,60.96875,2.294337511062622
12,100,4,none,0,301,57.14453125,81.21875,0.0,61.02734375,2.3598976135253906
12,100,4,none,0,302,56.83984375,81.2578125,0.0,60.83203125,2.377377986907959
12,100,4,none,0,303,56.89453125,81.28125,0.0,60.953125,2.4583024978637695
12,100,4,none,0,304,57.62890625,81.05078125,0.0,60.98046875,2.1972670555114746
12,100,4,none,0,305,57.3203125,81.84765625,0.0,61.07421875,2.504038095474243
12,100,4,none,0,306,57.8046875,81.90234375,0.0,60.67578125,2.1829116344451904
12,100,4,none,0,307,56.359375,81.67578125,0.0,61.60546875,2.6892592906951904
12,100,4,none,0,308,56.875,81.38671875,0.0,60.875,2.310515880584717
12,100,4,none,0,309,57.21875,81.18359375,0.0,60.94921875,2.286590099334717
12,100,4,none,0,310,57.8984375,81.73828125,0.0,60.73828125,2.1529314517974854
12,100,4,none,0,311,56.6875,82.9140625,0.0,60.796875,2.501661777496338
12,100,4,none,0,312,57.1953125,81.86328125,0.0,60.8203125,2.3892593383789062
12,100,4,none,0,313,56.65234375,81.97265625,0.0,61.0390625,2.5428402423858643
12,100,4,none,0,314,56.84375,83.08203125,0.0,60.703125,2.522136926651001
12,100,4,none,0,315,57.34375,81.8359375,0.0,60.9765625,2.456414222717285
12,100,4,none,0,316,57.4296875,82.6796875,0.0,60.703125,2.492286443710327
12,100,4,none,0,317,57.65234375,82.1640625,0.0,60.98046875,2.424285411834717
12,100,4,none,0,318,55.6640625,82.78515625,0.0,61.07421875,2.7770848274230957
12,100,4,none,0,319,57.56640625,82.24609375,0.0,61.08984375,2.323406457901001
12,100,4,none,0,320,56.89453125,82.78125,0.0,61.2265625,2.4077486991882324
12,100,4,none,0,321,56.65234375,82.01953125,0.0,60.76953125,2.448373794555664
12,100,4,none,0,322,56.625,81.796875,0.0,61.37109375,2.8088881969451904
12,100,4,none,0,323,56.1015625,82.06640625,0.0,61.22265625,2.616830825805664
12,100,4,none,0,324,56.7109375,81.25390625,0.0,61.1640625,2.367384195327759
12,100,4,none,0,325,56.27734375,81.203125,0.0,61.4453125,2.585418224334717
12,100,4,none,0,326,56.55859375,81.9453125,0.0,61.51171875,2.615659236907959
12,100,4,none,0,327,56.84765625,82.10546875,0.0,60.94921875,2.4046242237091064
